id,name,rating,about,address,price_range,cuisines,features,preferences,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,img1_url,img2_url,img3_url
999,Ibad food,4.7,"Jln pariwisata meninting Dusun pelempat, Mataram, Lombok 83122 Indonesia","Jln pariwisata meninting Dusun pelempat, Mataram, Lombok 83122 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, Dinner, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Asian, Indonesian']",[],Closed,12:00 AM - 11:59 PM,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/35/97/0a/ayam-bakarr.jpg?w=800&h=400&s=1,,
1000,UD Unik Lanka,4.7,"Jl. Pacu, Kebon Bawak, Nurul Yaqin, Kebon Sari, Mataram, Lombok 83113 Indonesia","Jl. Pacu, Kebon Bawak, Nurul Yaqin, Kebon Sari, Mataram, Lombok 83113 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/17/7f/77/abon-ikan-dengan-cita.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/17/7b/a2/sambal-khas-lombok-terbuat.jpg?w=600&h=400&s=1,
1001,Dapur An,4.7,,"Jl. Volvo, Mataram, Lombok 83355 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Cash Only, Digital PaymentsBreakfast, Lunch, Dinner, Brunch, DrinksDrive Thru', 'Cash Only, Digital Payments', 'Breakfast, Lunch, Dinner, Brunch, Drinks']",[],10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,
1002,The Bakso,4.7,"Jalan Pemuda 27G Samping Alfamart, Mataram, Lombok 83114 Indonesia","Jalan Pemuda 27G Samping Alfamart, Mataram, Lombok 83114 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Digital Payments, Accepts credit cards: Mastercard, Visa', 'Breakfast, Lunch, Dinner, Drinks', 'Delivery, Takeout']",[],Closed,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,,,
1003,Majo Restaurant,4.7,"Jl. Kelapa Majo Private Villas, Pemenang, West Nusa Tenggara 83352 Indonesia","Jl. Kelapa Majo Private Villas, Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['French', 'Mediterranean']","['French, Mediterranean, Fusion']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1004,Tasty Grip,4.7,,"Bazar Mandalika, Kuta, Lombok 83573 Indonesia",$$-$$$,"['Fast Food', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta']",[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1005,Kaliadem Dina Dewi,4.7,"Jl. Raya Mataram - Sikur, Mataram, Lombok 83371 Indonesia","Jl. Raya Mataram - Sikur, Mataram, Lombok 83371 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/5d/63/ac/produk-dari-dina-dewi.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/5d/63/a9/produk-dari-dina-dewi.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/5d/68/62/produk-dari-dina-dewi.jpg?w=900&h=500&s=1
1006,Risol Mamiyo,4.7,"Jl. Durian 1 Perumahan Lingkar Asri, Bajur, Lombok 83361 Indonesia","Jl. Durian 1 Perumahan Lingkar Asri, Bajur, Lombok 83361 Indonesia",$$-$$$,[],"['Breakfast, Lunch']",[],Closed,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/76/66/3d/risol-bihun-dgn-isian.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/76/65/98/risol-ayam-sayur-dgn.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/76/64/e7/risol-moza-dgn-isian.jpg?w=900&h=500&s=1
1007,Jalan Kartini No 93 Monjok,4.7,"Kartini No 93 Monjok, Mataram, Lombok 83123 Indonesia","Kartini No 93 Monjok, Mataram, Lombok 83123 Indonesia",$$-$$$,"['International', 'Asian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Lunch, DinnerInternational, Asian, Indonesian', 'Lunch, Dinner', 'International, Asian, Indonesian']",[],Closed,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/76/e2/d3/jaje-sasak.jpg?w=800&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/04/49/3b/ready-setiap-hari-kacang.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/17/5d/dc/ready-abon-ayam-pedes.jpg?w=900&h=500&s=1
1008,Jogang+ Cafe,4.7,"Modern Cafe in a local village. Located 18 kilometers to the east of the island's Capital - Mataram. Jogang+ Cafe offers variety of local menus and many choices of coffee drinks. Located only 5 kilometers from the famous Narmada Park, Jogang+ Cafe is the right place to stop by and enjoy the view of Mount Rinjani.","Km. 16 Jl. Raya Keru, Lombok 83371 Indonesia",$,"['Cafe', 'Asian', 'Healthy Restaurants in Lombok', 'Arabic Restaurants in Lombok']","['Cafe, Asian, Grill, Indonesian']",[],12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,12:00 AM - 1:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/e5/58/a4/greesta-bungalows-restaurant.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d0/f6/b0/jogang-cafe.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/e5/58/ad/greesta-bungalows-restaurant.jpg?w=900&h=500&s=1
1009,Pokdarwis Anyar,4.7,"Jalan Pelabuhan Carik, Bayan, Lombok 83354 Indonesia","Jalan Pelabuhan Carik, Bayan, Lombok 83354 Indonesia",$$-$$$,[],[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/4f/d1/ae/mengadakan-lomba-mobile.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/4f/c6/fb/mengadakan-lomba-mobile.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/4f/c6/f5/mengadakan-lomba-mobile.jpg?w=900&h=500&s=1
1010,Mura Cafe,4.7,"Jl. Pantai Gili Trawangan, Pemenang, West Nusa Tenggara 83352 Indonesia","Jl. Pantai Gili Trawangan, Pemenang, West Nusa Tenggara 83352 Indonesia",$$-$$$,"['Pizza', 'International']","['BreakfastPizza, International, Asian, Street Food, Indonesian, Soups', 'Pizza, International, Asian, Street Food, Indonesian, Soups']",[],9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,9:00 AM - 10:00 AM,,,
1011,Warung Gado gado,4.7,"Jl. Mandalika Resort Pantai Putri Nyale Tanjung Aan, Sengkol, Lombok 83573 Indonesia","Jl. Mandalika Resort Pantai Putri Nyale Tanjung Aan, Sengkol, Lombok 83573 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Sengkol']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1012,BFC Berkah Fried Chicken,4.7,"Penujakrat Kampung Belemong, Praya, Lombok 83572 Indonesia","Penujakrat Kampung Belemong, Praya, Lombok 83572 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Praya']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,,,
1013,Drifters,4.7,,"Jalan Raya Kuta, Kuta, Lombok 83573 Indonesia",$$-$$$,"['American', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta']","['Lunch, DinnerAmerican', 'Lunch, Dinner']",[],12:30 PM - 11:00 PM,12:30 PM - 11:00 PM,12:30 PM - 11:00 PM,12:30 PM - 11:00 PM,12:30 PM - 11:00 PM,12:30 PM - 11:00 PM,12:30 PM - 11:00 PM,,,
1014,Terong Tawah Regency,4.7,"Terong Tawah Regency Blok O 11 Dari Portal Lurus Ke Utara, Ketemu Gang Terakhir Belok Kiri, Resto Pinggir Jalan Sebalah Utara, Mataram, Lombok 83361 Indonesia","Terong Tawah Regency Blok O 11 Dari Portal Lurus Ke Utara, Ketemu Gang Terakhir Belok Kiri, Resto Pinggir Jalan Sebalah Utara, Mataram, Lombok 83361 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Lunch, DinnerAsian, Indonesian', 'Lunch, Dinner', 'Asian, Indonesian']",[],10:00 AM - 8:30 PM,10:00 AM - 8:30 PM,10:00 AM - 8:30 PM,10:00 AM - 8:30 PM,10:00 AM - 8:30 PM,10:00 AM - 8:30 PM,10:00 AM - 8:30 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/27/05/69/bakso-bakar-homemade.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/34/81/a2/bakso-igakar-pertama.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/06/2c/ad/sosis-bakar-homemade.jpg?w=900&h=500&s=1
1015,Krupuk Agistany,4.7,"Jalan Raden Mas Panji Anom, Pagutan Timur Karang B Mousque, Mataram, Lombok 83127 Indonesia","Jalan Raden Mas Panji Anom, Pagutan Timur Karang B Mousque, Mataram, Lombok 83127 Indonesia",$$-$$$,"['Japanese', 'Asian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Breakfast, Lunch, DinnerJapanese, Asian, Australian, Indonesian, Assyrian', 'Breakfast, Lunch, Dinner', 'Japanese, Asian, Australian, Indonesian, Assyrian']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/36/07/78/krupuk-sapi-original.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/36/07/75/krupuk-sapi-original.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/36/07/79/krupuk-sapi-original.jpg?w=900&h=500&s=1
1016,Pawoncah,4.7,"Kec. Praya Bar. Daya Dusun Joet Panji, Darek, Praya, Lombok 83571 Indonesia","Kec. Praya Bar. Daya Dusun Joet Panji, Darek, Praya, Lombok 83571 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Praya']","['Breakfast, Lunch, Dinner, Late Night, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Late Night, Drinks', 'Asian, Indonesian']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,,,
1017,Lesehan Gadis,5.0,"Jl. Bypass BIL - Mandalika No.Km. 14, Pengengat, Lombok 83573 Indonesia","Jl. Bypass BIL - Mandalika No.Km. 14, Pengengat, Lombok 83573 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Lunch, DinnerAsian, Indonesian', 'Lunch, Dinner', 'Asian, Indonesian']",[],10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,,,
1018,Pawon Zaenab,4.7,"Eyat Surak Kelurahan Jontlak Deket Perumnas Tampar2, Praya, Lombok 83511 Indonesia","Eyat Surak Kelurahan Jontlak Deket Perumnas Tampar2, Praya, Lombok 83511 Indonesia",$$-$$$,"['Seafood', 'Arabic Restaurants in Praya']","['Breakfast, Lunch, DinnerSeafood, Grill', 'Breakfast, Lunch, Dinner', 'Seafood, Grill']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,Closed,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,,,
1019,Mie Celor Palapa,4.7,"Indonesian Authentic Restaurant, we Many variety of Foods like Noodle, Fried Rice, Soto, Chicken Pouridge, Pempek , Dimsum etc. open Everyday from 7am-9pm","Jl Semanggi No 3b Samping Dinas Perikanan Dan Kelautan. Walking Distance From Prime Park Hotel, Mataram, Lombok 83122 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,,,
1020,Warung Bebek Boom,4.7,"Jl. R.A. Kartini No.91 Monjok, Kec. Selaparang, Mataram, Lombok 83122 Indonesia","Jl. R.A. Kartini No.91 Monjok, Kec. Selaparang, Mataram, Lombok 83122 Indonesia",$$$$,"['Fast Food', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['AboutFeaturesSee all featuresCash OnlyDinnerTakeoutBe one of the first to write a review', 'FeaturesSee all featuresCash OnlyDinnerTakeoutBe one of the first to write a review', 'FeaturesSee all featuresCash OnlyDinnerTakeout', 'Cash OnlyDinnerTakeout', 'Dinner', 'Takeout']",[],Closed,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,,,
1021,Warung Ngaprak,4.7,"Jln Airlangga No. 42a Mataram Depan Alfamart Indomaret, Mataram, Lombok 83126 Indonesia","Jln Airlangga No. 42a Mataram Depan Alfamart Indomaret, Mataram, Lombok 83126 Indonesia",$$-$$$,"['Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Lunch, Dinner, DrinksIndonesian', 'Lunch, Dinner, Drinks']",[],Closed,Closed,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,,
1022,Nginem Doang,4.7,"SDN 1 Pringgajurang Montong Gading, Mataram, Lombok 83663 Indonesia","SDN 1 Pringgajurang Montong Gading, Mataram, Lombok 83663 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Delis for Lunch in Mataram']","['Lunch, Dinner, DrinksAsian, Indonesian', 'Lunch, Dinner, Drinks', 'Asian, Indonesian']",[],Closed,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,
1023,Ikhlas In Foods & Drinks,4.7,"Jl. Raya Bayan Medana, Bayan, Lombok 83352 Indonesia","Jl. Raya Bayan Medana, Bayan, Lombok 83352 Indonesia",$$-$$$,[],[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/be/5f/ce/kebab-enak-maknyus.jpg?w=800&h=400&s=1,,
1024,Kedai FoodJeA,4.7,"Jl. Pattimura No.7 Gg. NW/NBDI II, Pancor, Lombok Indonesia","Jl. Pattimura No.7 Gg. NW/NBDI II, Pancor, Lombok Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, Dinner, Brunch, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Brunch, Drinks', 'Asian, Indonesian']",[],9:00 AM - 6:00 PM,Closed,Closed,Closed,Closed,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,,,
1025,Basecamp Lombok,4.7,The most fun place to enjoy the day. Very instagramable at a very affordable price. Serving Indonesian specialties with organic vegetables grown on their own with the aquaponics system.,"Jl. Koperasi No.177B Dayan Peken, Ampenan, Mataram, Lombok 83113 Indonesia",$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Delis for Lunch in Mataram']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b9/1d/3c/coffee-basecamp.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b9/1d/67/green-letuce-hidroponik.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b9/1d/5a/fried-rice.jpg?w=900&h=500&s=1
1026,Beach-Comber Brasserie Grill & Bar,4.7,"Senggigi Beach St. Kila Senggigi Beach Lombok, Senggigi, Lombok 83355 Indonesia","Senggigi Beach St. Kila Senggigi Beach Lombok, Senggigi, Lombok 83355 Indonesia",$$-$$$,['Latin Restaurants in Senggigi'],[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1027,Senikan Food,4.7,"Jalan Pariwisata 55B Kapek Atas Gunungsari, Sandik, Senggigi, Lombok 83351 Indonesia","Jalan Pariwisata 55B Kapek Atas Gunungsari, Sandik, Senggigi, Lombok 83351 Indonesia",$$-$$$,['Healthy Restaurants in Sandik'],"['Breakfast, Lunch, Dinner']",[],Closed,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,,,
1028,Sembalun bumbung,4.7,"Dusun bebante timuk desa Sembalun bumbung Pusat oleh-oleh Sembalun, Mataram, Lombok 83656 Indonesia","Dusun bebante timuk desa Sembalun bumbung Pusat oleh-oleh Sembalun, Mataram, Lombok 83656 Indonesia",$$-$$$,"['Indian', 'Asian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Breakfast, Lunch, DinnerIndian, Asian, Thai, Indonesian', 'Breakfast, Lunch, Dinner', 'Indian, Asian, Thai, Indonesian']",[],Closed,12:00 AM - 11:59 PM,10:00 AM - 3:45 PM,Closed,Closed,Closed,Closed,,,
1029,Chez Marlin,4.7,"Jalan Raya Kedampang 1, Kuta, Lombok 80361 Indonesia","Jalan Raya Kedampang 1, Kuta, Lombok 80361 Indonesia",$$-$$$,"['International', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Cafes for Families in Kuta']",[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1030,UD Bunga Mekar,4.7,,"Sambik Elen, Bayan, Lombok 83354 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1031,Lalapan Bu Haji,4.7,"Jalan TGH Jl. K.H. Ahmad Dahlan Karang Bongkot, Labuapi, Lombok 83361 Indonesia","Jalan TGH Jl. K.H. Ahmad Dahlan Karang Bongkot, Labuapi, Lombok 83361 Indonesia",$$-$$$,"['Asian', 'Deli']","['Breakfast, Lunch, DinnerAsian, Deli, Grill, Healthy, Street Food, Indonesian, Soups, Indigenous', 'Breakfast, Lunch, Dinner', 'Asian, Deli, Grill, Healthy, Street Food, Indonesian, Soups, Indigenous']",[],Closed,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,,,
1032,Gowes Coffee,4.7,"Jl. Raya Senggigi, Kec., Batu Layar, Senggigi, Lombok 83355 Indonesia","Jl. Raya Senggigi, Kec., Batu Layar, Senggigi, Lombok 83355 Indonesia",$,[],"['Breakfast, Lunch']",[],7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,7:00 AM - 4:00 PM,,,
1033,Warung Bebek Boom,4.7,"Jln Ra Kartini No 91 Monjok Samping Indomaret, Mataram, Lombok 83122 Indonesia","Jln Ra Kartini No 91 Monjok Samping Indomaret, Mataram, Lombok 83122 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['DinnerAsian, Indonesian', 'Asian, Indonesian']",[],Closed,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,6:00 PM - 11:45 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/53/38/25/nasi-sambel-belut-dengan.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/57/dc/38/daftar-menu.jpg?w=900&h=500&s=1,
1034,Bebek & Ayam Bumbu Ijo Ibu Fenny G,4.7,Bebek & Ayam Bumbu Ijo is a Restaurant by Ibu Fenny in Lombok West Nusa Tenggara that serves a variety of Indonesian home cooking that serves a duck and chicken as main menu.,"Jl. Panca Usaha No.28G, Cilinaya, Kec. Cakranegara, Mataram, Lombok 83239 Indonesia",$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1035,Cafe Rimba,4.7,"Jalan Wisata Otak Kokok Joben, Pesanggrahan, Lombok 83664 Indonesia","Jalan Wisata Otak Kokok Joben, Pesanggrahan, Lombok 83664 Indonesia",$$-$$$,[],[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/3e/c1/a8/ingin-menikmati-udara.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/3e/c1/a9/ingin-menikmati-udara.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/39/e3/90/menyediakn-makanan-dan.jpg?w=900&h=500&s=1
1036,Dapur hidayah,4.7,"Jln ahmad yani, jln menuju tebao eat Jalan sebelum klinik gracia, Mataram, Lombok 83371 Indonesia","Jln ahmad yani, jln menuju tebao eat Jalan sebelum klinik gracia, Mataram, Lombok 83371 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Breakfast, Lunch, Dinner, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Asian, Indonesian']",[],11:00 AM - 10:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 10:00 PM,,,
1037,Pawon De'Nhaa,4.7,"Jl. Pahlawan Rancak Taman Makam, Praya, Lombok 83511 Indonesia","Jl. Pahlawan Rancak Taman Makam, Praya, Lombok 83511 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Praya']","['LunchAsian, Indonesian', 'Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1038,Dapur NN,4.7,"perum elit mataram asri blok p no.8 Kel.jempong, Mataram, Lombok 83116 Indonesia","perum elit mataram asri blok p no.8 Kel.jempong, Mataram, Lombok 83116 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Pizza for Lunch in Mataram']","['Breakfast, Lunch, Dinner, Brunch, Late Night, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Asian, Indonesian']",[],Closed,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,,,
1039,Dapur hidayah,4.7,"Jlm ahmad yani, jln menuju tebao eat Jalan sebelum klinik gracia, Mataram, Lombok 83371 Indonesia","Jlm ahmad yani, jln menuju tebao eat Jalan sebelum klinik gracia, Mataram, Lombok 83371 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Delis for Lunch in Mataram', 'Pizza for Lunch in Mataram']","['Breakfast, Lunch, Dinner, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Asian, Indonesian']",[],11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,,,
